Symbol,Name,Sector,industry
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KEYN,"Keynote Systems, Inc.",Miscellaneous,Business Services
KFRC,"Kforce, Inc.",Technology,Professional Services
KBALB,"Kimball International, Inc.",Technology,Electrical Products
KGJI,Kingold Jewelry Inc.,Miscellaneous,Business Services
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Technology,EDP Services
KIOR,"KiOR, Inc.",Basic Industries,Major Chemicals
KIPS,"Kips Bay Medical, Inc.",Health Care,Medical/Dental Instruments
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components
VLCCF,Knightsbridge Tankers Limited,Consumer Services,Marine Transportation
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants
KONG,KongZhong Corporation,Technology,Telecommunications Equipment
KOPN,Kopin Corporation,Technology,Semiconductors
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KRFT,"Kraft Foods Group, Inc.",Consumer Non-Durables,Packaged Foods
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical
KUTV,"Ku6 Media Co., Ltd.",Consumer Services,Telecommunications Equipment
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
KYTH,"Kythera Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LLEN,"L&L Energy, Inc.",Energy,Coal Mining
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties
LACO,"Lakes Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,Technology,Advertising
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LNDC,Landec Corporation,Basic Industries,Major Chemicals
LARK,Landmark Bancorp Inc.,Finance,Major Banks
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment
LPSB,"LaPorte Bancorp, Inc.",Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties
LAYN,Layne Christensen Company,Basic Industries,Engineering & Construction
LCAV,LCA-Vision Inc.,Health Care,Medical Specialities
LCNB,LCNB Corporation,Finance,Major Banks
GAGA,Le Gaga Holdings Limited,Consumer Non-Durables,Farming/Seeds/Milling
LBIX,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution)
LEAP,"Leap Wireless International, Inc.",Public Utilities,Telecommunications Equipment
LTRE,"Learning Tree International, Inc.",Consumer Services,Other Consumer Services
LGCY,Legacy Reserves LP,Energy,Oil & Gas Production
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LHCG,LHC Group,Health Care,Medical/Nursing Services
LBTYA,Liberty Global plc,Consumer Services,Television Services
LBTYB,Liberty Global plc,Consumer Services,Television Services
LBTYK,Liberty Global plc,Consumer Services,Television Services
LINTA,Liberty Interactive Corporation,Consumer Services,Television Services
LINTB,Liberty Interactive Corporation,Consumer Services,Television Services
LVNTA,Liberty Interactive Corporation,Consumer Services,Television Services
LVNTB,Liberty Interactive Corporation,Consumer Services,Television Services
LMCA,Liberty Media Corporation,Consumer Services,Broadcasting
LPHI,Life Partners Holdings Inc,Finance,Life Insurance
LIFE,Life Technologies Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPNT,"LifePoint Hospitals, Inc.",Health Care,Hospital/Nursing Management
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors
LIWA,"Lihua International, Inc.",Capital Goods,Metal Fabrications
LIME,Lime Energy Co.,Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LLTC,Linear Technology Corporation,Technology,Semiconductors
LTON,Linktone Ltd.,Technology,Telecommunications Equipment
LNCO,"Linn Co, LLC",Energy,Oil & Gas Production
LINE,"Linn Energy, LLC",Energy,Oil & Gas Production
LIOX,"Lionbridge Technologies, Inc.",Miscellaneous,Business Services
LPDX,"LipoScience, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LIQD,"Liquid Holdings Group, Inc.",n/a,n/a
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products
LIVE,"LiveDeal, Inc.",Technology,EDP Services
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
JADE,"LJ International, Inc.",Consumer Non-Durables,Consumer Specialties
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LMIA,"LMI Aerospace, Inc.",Capital Goods,Military/Government/Technical
LNBB,"LNB Bancorp, Inc.",Finance,Major Banks
LOCM,Local Corporation,Miscellaneous,Business Services
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software
LOJN,LoJack Corporation,Consumer Durables,Telecommunications Equipment
LOOK,"LookSmart, Ltd.",Technology,EDP Services
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LABC,"Louisiana Bancorp, Inc.",Finance,Savings Institutions
LPTN,"Lpath, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
LSBI,LSB Financial Corp.,Finance,Savings Institutions
LSI,LSI Corporation,Technology,Semiconductors
LYTS,LSI Industries Inc.,Consumer Durables,Building Products
LTXC,LTX-Credence Corporation,Capital Goods,Electrical Products
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LMOS,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MBTF,M B T Financial Corp,Finance,Major Banks
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MCBC,Macatawa Bank Corporation,Finance,Major Banks
MFNC,Mackinac Financial Corporation,Finance,Major Banks
MCBK,"Madison County Financial, Inc.",Finance,Savings Institutions
MAGS,Magal Security Systems Ltd.,Consumer Durables,Telecommunications Equipment
MGLN,"Magellan Health Services, Inc.",Health Care,Hospital/Nursing Management
MPET,Magellan Petroleum Corporation,Energy,Oil & Gas Production
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,Public Utilities,Telecommunications Equipment
MNGA,MagneGas Corporation,Technology,Industrial Machinery/Components
MAG,"Magnetek, Inc.",Capital Goods,Industrial Machinery/Components
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MSFG,"MainSource Financial Group, Inc.",Finance,Major Banks
COOL,Majesco Entertainment Company,Technology,Computer Software: Prepackaged Software
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services
MAKO,MAKO Surgical Corp.,Health Care,Industrial Specialties
MLVF,"Malvern Bancorp, Inc.",Finance,Banks
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software
MNDL,"Mandalay Digital Group, Inc",Miscellaneous,Multi-Sector Companies
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",Finance,Finance Companies
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MCHX,"Marchex, Inc.",Miscellaneous,Business Services
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production
LEDR,"Market Leader, Inc",Consumer Services,Advertising
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
MKTO,"Marketo, Inc.",Technology,Computer Software: Prepackaged Software
MRLN,Marlin Business Services Corp.,Finance,Major Banks
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MASC,Material Sciences Corporation,Capital Goods,Industrial Specialties
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,Consumer Services,Professional Services
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications
MFRM,Mattress Firm Holding Corp.,Consumer Services,Other Specialty Stores
MTSN,"Mattson Technology, Inc.",Technology,Industrial Machinery/Components
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MXWL,"Maxwell Technologies, Inc.",Energy,Industrial Machinery/Components
MAXY,"Maxygen, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
MFLR,"Mayflower Bancorp, Inc.",Finance,Major Banks
MZOR,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,Finance,Major Banks
MCGC,MCG Capital Corporation,n/a,n/a
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,Technology,Advertising
MEAD,Meade Instruments Corp.,Capital Goods,Electronic Components
MEAS,"Measurement Specialties, Inc.",Capital Goods,Industrial Machinery/Components
MCOX,Mecox Lane Limited,Consumer Non-Durables,Apparel
TAXI,Medallion Financial Corp.,Finance,Finance: Consumer Services
MDAS,"MedAssets, Inc.",Technology,Computer Software: Prepackaged Software
MBIS,Mediabistro Inc.,Miscellaneous,Business Services
MDCI,Medical Action Industries Inc.,Health Care,Industrial Specialties
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software
MDVN,"Medivation, Inc.",Health Care,Major Pharmaceuticals
MWRX,MedWorth Acquisition Corp.,Finance,Business Services
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MELA,"MELA Sciences, Inc",Health Care,Medical/Dental Instruments
MPEL,Melco Crown Entertainment Limited,Consumer Services,Hotels/Resorts
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors
MEMP,Memorial Production Partners LP,Energy,Oil & Gas Production
MEMS,"MEMSIC, Inc.",Technology,Semiconductors
MENT,Mentor Graphics Corporation,Technology,EDP Services
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,Finance,Major Banks
MERC,Mercer International Inc.,Basic Industries,Paper
MBVT,"Merchants Bancshares, Inc.",Finance,Major Banks
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products
MRGE,Merge Healthcare Incorporated.,Technology,EDP Services
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
EBSB,"Meridian Interstate Bancorp, Inc.",Finance,Banks
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MERU,"Meru Networks, Inc.",Technology,Computer Communications Equipment
MSLI,Merus Labs International Inc.,Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components
CASH,"Meta Financial Group, Inc.",Finance,Savings Institutions
MBLX,"Metabolix, Inc.",Basic Industries,Containers/Packaging
MEOH,Methanex Corporation,Basic Industries,Major Chemicals
MEIL,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals
MEILW,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals
MEILZ,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals
METR,"Metro Bancorp, Inc",Finance,Major Banks
MCBI,"MetroCorp Bancshares, Inc.",Finance,Major Banks
MFRI,"MFRI, Inc.",Capital Goods,Pollution Control Equipment
MGCD,MGC Diagnostics Corporation,Health Care,Medical/Dental Instruments
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Packaged Foods
MCRL,"Micrel, Incorporated",Technology,Semiconductors
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MFI,MicroFinancial Incorporated,Finance,Diversified Financial Services
MU,"Micron Technology, Inc.",Technology,Semiconductors
MICT,"Micronet Enertec Technologies, Inc.",Capital Goods,Electrical Products
MICTW,"Micronet Enertec Technologies, Inc.",Capital Goods,Electrical Products
MCRS,"MICROS Systems, Inc.",Technology,EDP Services
MSCC,Microsemi Corporation,Technology,Semiconductors
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components
MPB,Mid Penn Bancorp,Finance,Major Banks
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production
MBRG,Middleburg Financial Corporation,Finance,Major Banks
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks
MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services
MSPD,"Mindspeed Technologies, Inc.",Technology,Semiconductors
MRTX,"Mirati Therapeutics, Inc.",n/a,n/a
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications
MOCO,"MOCON, Inc.",Capital Goods,Industrial Machinery/Components
MPAC,MOD-PAC CORP.,Consumer Durables,Containers/Packaging
MLNK,"ModusLink Global Solutions, Inc",Miscellaneous,Business Services
MOLX,Molex Incorporated,Capital Goods,Electrical Products
MOLXA,Molex Incorporated,Capital Goods,Electrical Products
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MNRK,"Monarch Financial Holdings, Inc.",Finance,Major Banks
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services
MNRO,"Monro Muffler Brake, Inc.",Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,n/a,n/a
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MHGC,Morgans Hotel Group Co.,n/a,n/a
MORN,"Morningstar, Inc.",Finance,Investment Managers
MOSY,"MoSys, Inc.",Technology,Semiconductors
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.
MOVE,"Move, Inc.",Finance,Real Estate
MSBF,MSB Financial Corp.,Finance,Savings Institutions
MNTG,"MTR Gaming Group, Inc.",Consumer Services,Hotels/Resorts
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components
MBND,Multiband Corporation,Public Utilities,Telecommunications Equipment
LABL,Multi-Color Corporation,Miscellaneous,Publishing
MFLX,"Multi-Fineline Electronix, Inc.",Technology,Electrical Products
MGAM,"Multimedia Games Holding Company, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
MFSF,MutualFirst Financial Inc.,Finance,Major Banks
MWIV,"MWI Veterinary Supply, Inc.",Health Care,Medical Specialities
MYL,Mylan Inc.,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components
NSPH,"Nanosphere, Inc.",Health Care,Medical/Dental Instruments
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",Consumer Durables,Telecommunications Equipment
NASB,NASB Financial Inc.,Finance,Savings Institutions
QQQX,NASDAQ Premium Income and Growth Fund Inc.,n/a,n/a
NAFC,Nash-Finch Company,Consumer Non-Durables,Food Distributors
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",Consumer Services,Other Consumer Services
NKSH,"National Bankshares, Inc.",Finance,Major Banks
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NATL,National Interstate Corporation,Finance,Property-Casualty Insurers
NPBC,"National Penn Bancshares, Inc.",Finance,Major Banks
NRCIA,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",Finance,Life Insurance
NTSC,"National Technical Systems, Inc.",Health Care,Precision Instruments
NWLI,National Western Life Insurance Company,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVSL,Naugatuck Valley Financial Corporation,Finance,Savings Institutions
NAVR,Navarre Corporation,Technology,Retail: Computer Software & Peripheral Equipment
NBTF,NB&T FINANCIAL GROUP INC,Finance,Commercial Banks
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NCIT,"NCI, Inc.",Technology,EDP Services
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments
NEON,Neonode Inc.,Capital Goods,Industrial Machinery/Components
NEPT,Neptune Technologies & Bioresources Inc,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service
NETE,"Net Element International, Inc.",Technology,EDP Services
NETC,NET Servicos de Comunicacao S.A.,Consumer Services,Television Services
NTAP,"NetApp, Inc.",Technology,Electronic Components
NTES,"NetEase, Inc.",Miscellaneous,Business Services
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",Technology,EDP Services
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NURO,"NeuroMetrix, Inc.",n/a,n/a
NCBC,"New Century Bancorp, Inc. (NC)",Finance,Major Banks
NHTB,"New Hampshire Thrift Bancshares, Inc.",Finance,Savings Institutions
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",Finance,Finance: Consumer Services
NBBC,NewBridge Bancorp,Finance,Major Banks
NEWL,NewLead Holdings Ltd.,Transportation,Marine Transportation
NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals
NFSB,"Newport Bancorp, Inc.",Finance,Savings Institutions
NEWP,Newport Corporation,Capital Goods,Medical Specialities
NWS,News Corporation,Consumer Services,Television Services
NWSA,News Corporation,Consumer Services,Television Services
NEWS,"NewStar Financial, Inc.",Finance,Finance: Consumer Services
NEWT,Newtek Business Services Inc.,Miscellaneous,Business Services
NXST,"Nexstar Broadcasting Group, Inc.",Consumer Services,Broadcasting
NFEC,NF Energy Saving Corporation,Capital Goods,Metal Fabrications
NGPC,NGP Capital Resources Company,n/a,n/a
EGOV,NIC Inc.,Consumer Services,Professional Services
NICE,NICE-Systems Limited,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",Finance,Finance Companies
NIHD,"NII Holdings, Inc.",Public Utilities,Telecommunications Equipment
NINE,Ninetowns Internet Technology Group Company Limited,Technology,Computer Software: Prepackaged Software
NNBR,"NN, Inc.",Capital Goods,Metal Fabrications
NDLS,Noodles & Company,Consumer Services,Restaurants
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,Capital Goods,Industrial Machinery/Components
NTK,Nortek Inc.,Consumer Durables,Home Furnishings
NOVB,North Valley Bancorp,Finance,Major Banks
NBN,Northeast Bancorp,Finance,Major Banks
NECB,"Northeast Community Bancorp, Inc.",Finance,Savings Institutions
NTIC,Northern Technologies International Corporation,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",Finance,Major Banks
NWBO,"Northwest Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals
NWBOW,"Northwest Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals
NWPX,Northwest Pipe Company,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,Finance,Major Banks
NVMI,Nova Measuring Instruments Ltd.,Capital Goods,Electronic Components
NVDQ,Novadaq Technologies Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVTL,"Novatel Wireless, Inc.",Consumer Durables,Telecommunications Equipment
NVAX,"Novavax, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVGN,Novogen Limited,Health Care,Major Pharmaceuticals
NPSP,"NPS Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NTLS,NTELOS Holdings Corp.,Public Utilities,Telecommunications Equipment
NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software
NMRX,Numerex Corp.,Consumer Durables,Telecommunications Equipment
PATH,NuPathe Inc.,Health Care,Major Pharmaceuticals
NUTR,Nutraceutical International Corporation,Consumer Durables,Specialty Chemicals
NTRI,NutriSystem Inc,Consumer Services,Catalog/Specialty Distribution
NUVA,"NuVasive, Inc.",Health Care,Medical/Dental Instruments
NVEEU,"NV5 Holdings, Inc.",Consumer Services,Other Consumer Services
NVEC,NVE Corporation,Technology,Semiconductors
NVDA,NVIDIA Corporation,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors
NXTM,"NxStage Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NYMX,Nymox Pharmaceutical Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,Technology,Semiconductors
BKOR,"Oak Ridge Financial Services, Inc.",Finance,Major Banks
OVLY,Oak Valley Bancorp (CA),Finance,Major Banks
OBAF,"OBA Financial Services, Inc.",Finance,Savings Institutions
OBCI,"Ocean Bio-Chem, Inc.",Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,Electric Utilities: Central
ORIG,Ocean Rig UDW Inc.,Energy,Oil & Gas Production
OSHC,Ocean Shore Holding Co.,Finance,Savings Institutions
OCFC,OceanFirst Financial Corp.,Finance,Savings Institutions
OCRX,"Ocera Therapeutics, Inc.",n/a,n/a
OCLR,"Oclaro, Inc.",Technology,Semiconductors
OFED,Oconee Federal Financial Corp.,Finance,Savings Institutions
OCLS,"Oculus Innovative Sciences, Inc.",Health Care,Medical/Dental Instruments
OCZ,OCZ Technology Group Inc,Technology,Electronic Components
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation
OPAY,"Official Payments Holdings, Inc.",Miscellaneous,Business Services
OFS,OFS Capital Corporation,n/a,n/a
OVBC,Ohio Valley Banc Corp.,Finance,Major Banks
OHRP,"Ohr Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services
OLBK,"Old Line Bancshares, Inc.",Finance,Major Banks
OPOF,Old Point Financial Corporation,Finance,Major Banks
OSBC,"Old Second Bancorp, Inc.",Finance,Major Banks
OSBCP,"Old Second Bancorp, Inc.",Finance,Major Banks
ZEUS,"Olympic Steel, Inc.",Basic Industries,Metal Fabrications
OFLX,"Omega Flex, Inc.",Capital Goods,Industrial Specialties
OMER,Omeros Corporation,Health Care,Major Pharmaceuticals
OABC,"OmniAmerican Bancorp, Inc.",Finance,Savings Institutions
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing
OVTI,"OmniVision Technologies, Inc.",Technology,Semiconductors
ONNN,ON Semiconductor Corporation,Technology,Semiconductors
OTIV,On Track Innovations Ltd,Technology,Semiconductors
OGXI,OncoGenex Pharmaceuticals Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ONCY,"Oncolytics Biotech, Inc.",Health Care,Major Pharmaceuticals
OMED,"OncoMed Pharmaceuticals, Inc.",n/a,n/a
ONTY,Oncothyreon Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ONFC,Oneida Financial Corp.,Finance,Savings Institutions
ONVI,"Onvia, Inc.",Miscellaneous,Business Services
ONXX,"ONYX Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OTEX,Open Text Corporation,Technology,EDP Services
OPEN,"OpenTable, Inc.",Miscellaneous,Business Services
OPXA,"Opexa Therapeutics, Inc.",Health Care,Major Pharmaceuticals
OPLK,"Oplink Communications, Inc.",Public Utilities,Telecommunications Equipment
OBAS,Optibase Ltd.,Finance,Real Estate
OCC,Optical Cable Corporation,Basic Industries,Telecommunications Equipment
OPTR,"Optimer Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
OPHC,"OptimumBank Holdings, Inc.",Finance,Major Banks
ORMP,Oramed Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
